Team,TeamVS,Side,Champion,GameResult,Pick/Ban,Day,Role,Blind?
DFM,INF,Red,Twisted Fate,Loss,Ban,Groups Day 1,Ban,Ban
DFM,INF,Red,Rakan,Loss,Ban,Groups Day 1,Ban,Ban
DFM,INF,Red,Rell,Loss,Pick,Groups Day 1,Support,B
DFM,INF,Red,Hecarim,Loss,Pick,Groups Day 1,Jungle,C
DK,C9,Blue,Thresh,Win,Ban,Groups Day 1,Ban,Ban
DK,C9,Blue,Lee Sin,Win,Ban,Groups Day 1,Ban,Ban
DK,C9,Blue,Senna,Win,Ban,Groups Day 1,Ban,Ban
DK,C9,Blue,Morgana,Win,Pick,Groups Day 1,Jungle,B
DK,C9,Blue,Jhin,Win,Pick,Groups Day 1,Adc,C
DK,C9,Blue,Leona,Win,Pick,Groups Day 1,Support,B
DK,C9,Blue,Orianna,Win,Ban,Groups Day 1,Ban,Ban
DK,C9,Blue,Lulu,Win,Ban,Groups Day 1,Ban,Ban
DK,C9,Blue,Zoe,Win,Pick,Groups Day 1,Mid,C
DK,C9,Blue,Gnar,Win,Pick,Groups Day 1,Top,B
C9,DK,Red,Rumble,Loss,Ban,Groups Day 1,Ban,Ban
C9,DK,Red,Nidalee,Loss,Ban,Groups Day 1,Ban,Ban
C9,DK,Red,Jayce,Loss,Ban,Groups Day 1,Ban,Ban
C9,DK,Red,Varus,Loss,Pick,Groups Day 1,Adc,B
C9,DK,Red,Kindred,Loss,Pick,Groups Day 1,Jungle,C
C9,DK,Red,Tahm Kench,Loss,Pick,Groups Day 1,Support,C
C9,DK,Red,Renekton,Loss,Ban,Groups Day 1,Ban,Ban
C9,DK,Red,Lucian,Loss,Ban,Groups Day 1,Ban,Ban
C9,DK,Red,Viktor,Loss,Pick,Groups Day 1,Mid,B
C9,DK,Red,Gangplank,Loss,Pick,Groups Day 1,Top,C
